Type,Name,Floorplan,Breakable,Cookable,Dirtyable,Fillable,Moveable,Openable,Pickupable,Receptacle,Sliceable,Toggleable,CanUseUp,ChangeTempHot,ChangeTempCold,Mass,SalientMaterials,CompatibleReceptacles
Knife,Knife_79ec5aa4,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Potato,Potato_c943dcfa,9,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
PepperShaker,PepperShaker_6a71ae5c,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Microwave,Microwave_6e706e4d,9,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
ButterKnife,ButterKnife_90d2d8eb,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Bowl,Bowl_615b0d3d,9,False,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Plastic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
DishSponge,DishSponge_87fcda2a,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Spoon,Spoon_ee831184,9,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Mug,Mug_2fdef383,9,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
DiningTable,DiningTable_b7dfc825,9,False,False,False,False,True,False,False,True,False,False,False,False,False,85.0,"Wood, Fabric",None
Chair,Chair_42396a36,9,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Floor,Floor_b7d05094,10,False,False,False,False,False,False,False,True,False,False,False,False,False,1.0,Wood,None
StoveBurner,StoveBurner_7e32c1bb,10,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Cabinet,Cabinet_5bf34838,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_071647e1,10,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
StoveBurner,StoveBurner_bd86687e,10,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_074bdb84,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_2fe8d304,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_81593bc3,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_cbb462c5,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_5fa31b8b,10,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_bf00f9d7,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_8b896e7a,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_54b86351,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_a5da87e4,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_404a8683,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_bd51227c,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_504a60f1,10,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_f8a7c4b6,10,False,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Statue,Statue_8f59661a,10,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Metal,"Box, Dresser, Desk, Cart, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Bottle,Glassbottle_3d895012,10,True,False,False,True,False,False,True,False,False,False,False,False,False,0.20000000298023224,Glass,"Fridge, Box, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, GarbageCan"
Bread,Bread_28d0a3c9,10,False,False,False,False,False,False,True,False,True,False,False,False,False,0.699999988079071,Food,"Microwave, Fridge, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Plate"
CreditCard,CreditCard_ab8a0b9d,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.005999999586492777,Plastic,"Sofa, ArmChair, Box, Ottoman, Dresser, Desk, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, Shelf"
CellPhone,CellPhone_c5964c3a,10,True,False,False,False,False,False,True,False,False,True,False,False,False,0.1599999964237213,"Metal, Glass","Sofa, ArmChair, Box, Ottoman, Dresser, Desk, Bed, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, Safe"
LightSwitch,LightSwitch_63bf3cb8,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Potato,Potato_4a66b654,10,False,True,False,False,False,False,True,False,True,False,False,False,False,0.18000000715255737,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Knife,Knife_79d75bc3,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.18000000715255737,"Metal, Plastic","Pot, Pan, Bowl, Mug, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
StoveKnob,StoveKnob_9c0cf3b3,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_43ec6a71,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_5dfdfc01,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
StoveKnob,StoveKnob_2dc524db,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Fork,Fork_895adc9d,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Pan,Pan_94d14525,10,False,False,True,False,False,False,True,True,False,False,False,False,False,0.6700000166893005,Metal,"DiningTable, CounterTop, TVStand, CoffeeTable, SideTable, Sink, SinkBasin, Cabinet, StoveBurner, Fridge"
Lettuce,Lettuce_badd3c1a,10,False,False,False,False,False,False,True,False,True,False,False,False,False,0.4699999988079071,Food,"Pot, Pan, Bowl, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
Toaster,Toaster_9125320d,10,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Metal,None
Plate,Plate_41b068d4,10,True,False,True,False,False,False,True,True,False,False,False,False,False,0.6200000047683716,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Apple,Apple_1466fb1a,10,False,False,False,False,False,False,True,False,True,False,False,False,False,0.20000000298023224,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, GarbageCan, Dresser"
Pot,Pot_80165b4f,10,False,False,True,True,False,False,True,True,False,False,False,False,False,0.5699999928474426,Metal,"StoveBurner, Fridge, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Window,Window_b6c1ca26,10,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Window,Window_a8efe24e,10,True,False,False,False,False,False,False,False,False,False,False,False,False,0.0,None,None
Spatula,Spatula_766831a3,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.06499999761581421,"Metal, Plastic","Pot, Pan, Bowl, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
PaperTowelRoll,PaperTowelRoll_f411fc59,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.2199999988079071,Paper,None
CoffeeMachine,CoffeeMachine_d1579e0e,10,False,False,False,False,True,False,False,True,False,True,False,True,False,5.0,Plastic,None
Tomato,Tomato_8b907b31,10,False,False,False,False,False,False,True,False,True,False,False,False,False,0.11999998986721039,Food,"DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Sink, SinkBasin, Pot, Bowl, Fridge, GarbageCan, Plate"
GarbageCan,GarbageCan_8a25c281,10,False,False,False,False,True,False,False,True,False,False,False,False,False,0.699999988079071,Plastic,None
Egg,Egg_0d9cfd77,10,True,False,False,False,False,False,True,False,True,False,False,False,False,0.054999999701976776,Food,"Pot, Pan, Bowl, Microwave, Fridge, Plate, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, GarbageCan"
SinkBasin,SinkBasin_e366951d,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
SaltShaker,SaltShaker_653679fe,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Microwave,Microwave_a03dc8f5,10,False,False,False,False,True,True,False,True,False,True,False,True,False,6.999999523162842,"Metal, Glass",None
PepperShaker,PepperShaker_c2d65603,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.14000000059604645,"Metal, Glass","DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer, Cabinet, Shelf"
Vase,Vase_a634b986,10,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Ceramic,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
ButterKnife,ButterKnife_0740783d,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.07999999821186066,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, Desk, CounterTop, Drawer"
Fridge,Fridge_91e469d2,10,False,False,False,False,False,True,False,True,False,False,False,False,True,0.0,None,None
SoapBottle,SoapBottle_2b2e21c8,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.4000000059604645,"Metal, Glass","Dresser, Desk, Toilet, Cart, Bathtub, Sink, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Vase,Vase_92bdf8fb,10,True,False,False,False,False,False,True,False,False,False,False,False,False,1.0,Ceramic,"Box, Dresser, Desk, Cart, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Safe"
Bowl,Bowl_bb2c17ef,10,False,False,True,True,False,False,True,True,False,False,False,False,False,0.4699999988079071,Plastic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
DishSponge,DishSponge_c79a364b,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.029999997466802597,Sponge,"Pot, Pan, Bowl, Plate, Box, Toilet, Cart, Cart, BathtubBasin, Bathtub, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf, Drawer, GarbageCan"
Spoon,Spoon_0f03d688,10,False,False,False,False,False,False,True,False,False,False,False,False,False,0.03999999910593033,Metal,"Pot, Pan, Bowl, Mug, Plate, Cup, Sink, SinkBasin, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Drawer"
Cup,Cup_4d97fa4e,10,True,False,True,True,False,False,True,True,False,False,False,False,False,0.4000000059604645,Ceramic,"Microwave, Fridge, Dresser, Desk, Sink, SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
HousePlant,HousePlant_18a850ac,10,False,False,False,True,True,False,False,False,False,False,False,False,False,3.0,"Ceramic, Organic",None
Mug,Mug_a169cd85,10,True,False,True,True,False,False,True,True,False,False,False,False,False,1.0,Ceramic,"SinkBasin, Cabinet, DiningTable, TVStand, CoffeeTable, SideTable, CounterTop, Shelf"
Shelf,Shelf_9814663f,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Shelf,Shelf_f74e29c2,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Shelf,Shelf_f0e24e57,10,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
ShelvingUnit,ShelvingUnit_90602e59,10,False,False,False,False,True,False,False,False,False,False,False,False,False,22.0,Wood,None
Chair,Chair_82ba0433,10,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Chair,Chair_5332cfa8,10,False,False,False,False,True,False,False,True,False,False,False,False,False,10.0,Wood,None
Faucet,Faucet_011a22ab,10,False,False,False,False,False,False,False,False,False,True,False,False,False,0.0,None,None
Cabinet,Cabinet_49427a4b,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_9217cc15,11,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_81ee8889,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_a310425d,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Sink,Sink_673d1485,11,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_190e10e4,11,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_025bcfda,11,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_100dce28,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_84912640,11,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_a82c860b,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Drawer,Drawer_eca7b585,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_dc457212,11,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_2a559db7,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_e814d981,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_9efc2880,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_2a148a75,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_f81056bc,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_99a05e0f,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
StoveBurner,StoveBurner_0dfa5b16,11,False,False,False,False,False,False,False,True,False,False,False,True,False,0.0,None,None
Drawer,Drawer_1000af13,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
Cabinet,Cabinet_58af87f2,11,False,False,False,False,False,True,False,True,False,False,False,False,False,0.0,None,None
CounterTop,CounterTop_14eed47b,11,False,False,False,False,False,False,False,True,False,False,False,False,False,0.0,None,None
